aspect,worker,time,rating
how happy you feel,AW25737981852,1495635197952,58
how much you like your home house or apartment,AW25737981852,1495635198028,62
how satisfied you are with your life,AW25737981852,1495635198139,52
the extent to which you feel the things you do in your life are worthwhile,AW25737981852,1495635198233,66
the quality of your sleep,AW25737981852,1495635198326,57
you being a good moral person and living according to your personal values,AW25737981852,1495635198400,72
you being able to spend enough time with the ones you love,AW25737981852,1495635198520,64
you being able to support your family financially,AW25737981852,1495635198585,47
you feeling that your work has value,AW25737981852,1495635198691,53
you not feeling anxious,AW25737981852,1495635198773,48
your emotional stability,AW25737981852,1495635198848,64
your health,AW25737981852,1495635198953,65
your knowledge skills and access to information,AW25737981852,1495635199050,78
your mental health,AW25737981852,1495635199164,70
your physical fitness,AW25737981852,1495635199250,53
your physical safety and security,AW25737981852,1495635199337,73
your sense of connection with other people,AW25737981852,1495635199429,49
how happy you feel,AW51376667250,1502335074304,46
how much you like your home house or apartment,AW51376667250,1502335074404,48
how satisfied you are with your life,AW51376667250,1502335074513,52
the extent to which you feel the things you do in your life are worthwhile,AW51376667250,1502335074631,52
the quality of your sleep,AW51376667250,1502335074714,41
you being a good moral person and living according to your personal values,AW51376667250,1502335074818,60
you being able to spend enough time with the ones you love,AW51376667250,1502335074935,46
you being able to support your family financially,AW51376667250,1502335075049,43
you feeling that your work has value,AW51376667250,1502335075111,42
you not feeling anxious,AW51376667250,1502335075187,25
your emotional stability,AW51376667250,1502335075286,49
your health,AW51376667250,1502335075371,54
your knowledge skills and access to information,AW51376667250,1502335075469,57
your mental health,AW51376667250,1502335075547,51
your physical fitness,AW51376667250,1502335075627,48
your physical safety and security,AW51376667250,1502335075728,55
your sense of connection with other people,AW51376667250,1502335075801,38
how happy you feel,AW34624491196,1482525245440,47
how much you like your home house or apartment,AW34624491196,1482525245517,52
how satisfied you are with your life,AW34624491196,1482525245637,48
the extent to which you feel the things you do in your life are worthwhile,AW34624491196,1482525245730,53
the quality of your sleep,AW34624491196,1482525245816,43
you being a good moral person and living according to your personal values,AW34624491196,1482525245899,66
you being able to spend enough time with the ones you love,AW34624491196,1482525246011,52
you being able to support your family financially,AW34624491196,1482525246106,41
you feeling that your work has value,AW34624491196,1482525246184,40
you not feeling anxious,AW34624491196,1482525246281,35
your emotional stability,AW34624491196,1482525246369,54
your health,AW34624491196,1482525246453,52
your knowledge skills and access to information,AW34624491196,1482525246560,61
your mental health,AW34624491196,1482525246647,55
your physical fitness,AW34624491196,1482525246753,47
your physical safety and security,AW34624491196,1482525246824,56
your sense of connection with other people,AW34624491196,1482525246928,42
how happy you feel,AW65712877346,1482400333824,62
how much you like your home house or apartment,AW65712877346,1482400333932,67
how satisfied you are with your life,AW65712877346,1482400334045,62
the extent to which you feel the things you do in your life are worthwhile,AW65712877346,1482400334136,60
the quality of your sleep,AW65712877346,1482400334241,65
you being a good moral person and living according to your personal values,AW65712877346,1482400334312,71
you being able to spend enough time with the ones you love,AW65712877346,1482400334374,64
you being able to support your family financially,AW65712877346,1482400334480,52
you feeling that your work has value,AW65712877346,1482400334561,62
you not feeling anxious,AW65712877346,1482400334680,48
your emotional stability,AW65712877346,1482400334798,67
your health,AW65712877346,1482400334895,65
your knowledge skills and access to information,AW65712877346,1482400334988,73
your mental health,AW65712877346,1482400335103,70
your physical fitness,AW65712877346,1482400335197,53
your physical safety and security,AW65712877346,1482400335275,71
your sense of connection with other people,AW65712877346,1482400335395,58
how happy you feel,AW59679454063,1481866215424,100
how much you like your home house or apartment,AW59679454063,1481866215494,100
how satisfied you are with your life,AW59679454063,1481866215584,100
the extent to which you feel the things you do in your life are worthwhile,AW59679454063,1481866215644,97
the quality of your sleep,AW59679454063,1481866215755,90
you being a good moral person and living according to your personal values,AW59679454063,1481866215822,93
you being able to spend enough time with the ones you love,AW59679454063,1481866215926,95
you being able to support your family financially,AW59679454063,1481866215989,100
you feeling that your work has value,AW59679454063,1481866216067,100
you not feeling anxious,AW59679454063,1481866216150,84
your emotional stability,AW59679454063,1481866216224,100
your health,AW59679454063,1481866216286,99
your knowledge skills and access to information,AW59679454063,1481866216357,92
your mental health,AW59679454063,1481866216472,99
your physical fitness,AW59679454063,1481866216553,90
your physical safety and security,AW59679454063,1481866216622,99
your sense of connection with other people,AW59679454063,1481866216739,90
how happy you feel,AW41244696924,1493247328256,45
how much you like your home house or apartment,AW41244696924,1493247328317,43
how satisfied you are with your life,AW41244696924,1493247328400,38
the extent to which you feel the things you do in your life are worthwhile,AW41244696924,1493247328509,40
the quality of your sleep,AW41244696924,1493247328621,50
you being a good moral person and living according to your personal values,AW41244696924,1493247328720,67
you being able to spend enough time with the ones you love,AW41244696924,1493247328835,54
you being able to support your family financially,AW41244696924,1493247328899,25
you feeling that your work has value,AW41244696924,1493247328981,42
you not feeling anxious,AW41244696924,1493247329098,39
your emotional stability,AW41244696924,1493247329165,52
